name;county;province;lat;lon
Służewo;Człuchowski;Pomorskie;17.32724;53.56496
Nowe Gronowo;Człuchowski;Pomorskie;17.34694;53.56521
Stare Gronowo;Człuchowski;Pomorskie;17.38333;53.53989
Mirogniew;Człuchowski;Pomorskie;17.3910422;53.5832585
Mosiny;Człuchowski;Pomorskie;17.33728;53.5956
Bukowo;Człuchowski;Pomorskie;17.3826886;53.5899321
Lutowo;Sępoleński;Kujawsko-Pomorskie;17.43723;53.44767
Bonin;Człuchowski;Pomorskie;17.37055;53.601
Płonica;Człuchowski;Pomorskie;17.36342;53.61135
Lutówko;Sępoleński;Kujawsko-Pomorskie;17.4421529;53.4729106
Dąbrowa;Sępoleński;Kujawsko-Pomorskie;17.42754;53.50406
Wiśniewka;Sępoleński;Kujawsko-Pomorskie;17.4856;53.44883
Sikorz;Sępoleński;Kujawsko-Pomorskie;17.55087;53.4623
Dziechowo;Sępoleński;Kujawsko-Pomorskie;17.4953626;53.4661815
Piaseczno;Sępoleński;Kujawsko-Pomorskie;17.5241448;53.4660899
Płocicz;Sępoleński;Kujawsko-Pomorskie;17.50577;53.50028
Witkowo;Sępoleński;Kujawsko-Pomorskie;17.4266721;53.5296718
Zamarte;Sępoleński;Kujawsko-Pomorskie;17.48255;53.60054
Wierzchowo;Człuchowski;Pomorskie;17.4222252;53.6062035
Kamionka;Chojnicki;Pomorskie;17.4865618;53.6057079
Niwy;Sępoleński;Kujawsko-Pomorskie;17.43011;53.57788
Nowa Wieś;Sępoleński;Kujawsko-Pomorskie;17.4893133;53.5770818
Orzełek;Sępoleński;Kujawsko-Pomorskie;17.4902382;53.5549875
Jerzmionki;Sępoleński;Kujawsko-Pomorskie;17.5107196;53.6047659
Jakubowo;Sępoleński;Kujawsko-Pomorskie;17.4931514;53.5861684
Duża Cerkwica;Sępoleński;Kujawsko-Pomorskie;17.564078;53.5318726
Obkas;Sępoleński;Kujawsko-Pomorskie;17.5515737;53.5710624
Ogorzeliny;Chojnicki;Pomorskie;17.55581;53.60195
Melanowo;Chojnicki;Pomorskie;17.53834;53.60457
Jaromierz;Człuchowski;Pomorskie;17.28604;53.6386
Chrząstówko;Człuchowski;Pomorskie;17.25583;53.621
Chrząstowo;Człuchowski;Pomorskie;17.2306318;53.6248907
Skórzewo;Człuchowski;Pomorskie;17.29385;53.67482
Kujanki;Człuchowski;Pomorskie;17.2309;53.69413
Sieroczyn;Człuchowski;Pomorskie;17.31291;53.67182
Dobojewo;Człuchowski;Pomorskie;17.26068;53.69782
Skarszewo;Człuchowski;Pomorskie;17.392;53.63323
Piaskowo;Człuchowski;Pomorskie;17.35076;53.68675
Dębnica;Człuchowski;Pomorskie;17.35981;53.63491
Dąbki;Człuchowski;Pomorskie;17.33274;53.69349
Nowosiółki;Człuchowski;Pomorskie;17.30965;53.68967
Kołdowo;Człuchowski;Pomorskie;17.3341767;53.6830158
Stołczno;Człuchowski;Pomorskie;17.26042;53.71212
Szczytno;Człuchowski;Pomorskie;17.23158;53.77056
Dobrzyń;Człuchowski;Pomorskie;17.24068;53.7452
Pawłówko;Człuchowski;Pomorskie;17.27866;53.7401
Lisewo;Człuchowski;Pomorskie;17.25948;53.7685
Nowiny;Człuchowski;Pomorskie;17.32317;53.73447
Kiełpinek;Człuchowski;Pomorskie;17.3657747;53.7194516
Kiełpin;Człuchowski;Pomorskie;17.3964303;53.7108179
Polnica;Człuchowski;Pomorskie;17.4007567;53.7528973
Sokole;Człuchowski;Pomorskie;17.37226;53.73855
Wandzin;Człuchowski;Pomorskie;17.32926;53.74778
Płaszczyca;Człuchowski;Pomorskie;17.32617;53.77893
Jęczniki Wielkie;Człuchowski;Pomorskie;17.43543;53.63311
Wierzchowo-Dworzec;Człuchowski;Pomorskie;17.4508837;53.6175254
Jęczniki Małe;Człuchowski;Pomorskie;17.4238839;53.635452
Mąkowo;Człuchowski;Pomorskie;17.4065466;53.6211974
Doręgowice;Chojnicki;Pomorskie;17.4900075;53.6267978
Rychnowy;Człuchowski;Pomorskie;17.428948;53.6833914
Krzyżanki;Człuchowski;Pomorskie;17.4253591;53.6917032
Ględowo;Człuchowski;Pomorskie;17.4031004;53.6576531
Moszczenica;Chojnicki;Pomorskie;17.4971199;53.6419697
Brzeźno;Człuchowski;Pomorskie;17.48075;53.66886
Nowy Dwór;Chojnicki;Pomorskie;17.55049;53.6274
Angowice;Chojnicki;Pomorskie;17.56186;53.65568
Topole;Chojnicki;Pomorskie;17.5187395;53.6927664
Nieżychowice;Chojnicki;Pomorskie;17.5288946;53.6713095
Zagórki;Człuchowski;Pomorskie;17.4519432;53.7058043
Nieżywięć;Człuchowski;Pomorskie;17.49641;53.69804
Pomoc;Chojnicki;Pomorskie;17.47504;53.74396
Wolność;Chojnicki;Pomorskie;17.48075;53.73812
Czarnoszyce;Człuchowski;Pomorskie;17.44638;53.74525
Kopernica;Chojnicki;Pomorskie;17.47796;53.78769
Radzewo;Szczecinecki;Zachodniopomorskie;16.9048354;53.8147057
Charzykowy;Chojnicki;Pomorskie;17.51131;53.73576
Chojniczki;Chojnicki;Pomorskie;17.5517621;53.7211708
Stary Młyn;Chojnicki;Pomorskie;17.51516;53.75705
Jarcewo;Chojnicki;Pomorskie;17.5637491;53.7398355
Czartołomie;Chojnicki;Pomorskie;17.5745709;53.7355641
Funka;Chojnicki;Pomorskie;17.5286556;53.7755111
Brzezie;Człuchowski;Pomorskie;16.9260006;53.8366512
Brzeźnica;Szczecinecki;Zachodniopomorskie;16.88642;53.89296
Sporysz;Człuchowski;Pomorskie;17.180753;53.8041063
Pieniężnica;Człuchowski;Pomorskie;16.96079;53.85773
Grabowo;Szczecinecki;Zachodniopomorskie;16.941;53.88867
Jawory;Szczecinecki;Zachodniopomorskie;16.91298;53.88425
Trzebiele;Szczecinecki;Zachodniopomorskie;16.88534;53.91502
Donimierz;Szczecinecki;Zachodniopomorskie;16.90324;53.90232
Borzęcino;Szczecinecki;Zachodniopomorskie;16.9414027;53.9078702
Ponikwa;Szczecinecki;Zachodniopomorskie;16.9611502;53.9026974
Węglewo;Bytowski;Pomorskie;16.91564;53.93875
Miłocice;Bytowski;Pomorskie;16.93435;53.95626
Przeradz;Bytowski;Pomorskie;16.9744253;53.9166043
Łękinia;Człuchowski;Pomorskie;17.1937;53.90377
Słosinko;Bytowski;Pomorskie;16.9845619;53.9424043
Kołacin;Bytowski;Pomorskie;16.8872303;53.9578776
Domanice;Bytowski;Pomorskie;16.94504;53.936
Dymin;Człuchowski;Pomorskie;17.4718;53.92785
Suszka;Człuchowski;Pomorskie;17.14455;53.82863
Dźwierzno;Człuchowski;Pomorskie;17.3207;53.9518
Trzęsacz;Człuchowski;Pomorskie;17.13816;53.82219
Płocicz;Człuchowski;Pomorskie;17.7151;53.85575
Rudniki;Człuchowski;Pomorskie;17.1695601;53.8257103
Bielsko-Wybudowanie;Człuchowski;Pomorskie;17.10451;53.85588
Wiśnica;Człuchowski;Pomorskie;17.10756;53.8197
Pakotulsko;Człuchowski;Pomorskie;17.19897;53.7991
Bielsko;Człuchowski;Pomorskie;17.1195127;53.8677233
Koczała;Człuchowski;Pomorskie;17.6636;53.90214
Działek;Człuchowski;Pomorskie;17.10627;53.91068
Wilkowo;Człuchowski;Pomorskie;17.1419311;53.9600771
Toczeń;Bytowski;Pomorskie;16.88624;53.99694
Nowa Brda;Człuchowski;Pomorskie;17.21528;53.87802
Zapadłe;Człuchowski;Pomorskie;17.17657;53.95
Załęże;Człuchowski;Pomorskie;17.1462881;53.9213358
Wołcza Mała;Bytowski;Pomorskie;16.94753;53.97562
Stara Brda;Człuchowski;Pomorskie;17.20253;53.94763
Wołcza Wielka;Bytowski;Pomorskie;16.92706;53.99239
Przemkowo;Bytowski;Pomorskie;16.8818937;53.9698078
Pasieka;Bytowski;Pomorskie;16.9593772;53.9912493
Krzeszewo;Bytowski;Pomorskie;16.87719;53.97913
Cicholas;Bytowski;Pomorskie;16.9124736;53.9688825
Łodzierz;Bytowski;Pomorskie;16.95195;54.2085
Kamnica;Bytowski;Pomorskie;16.8932;54.1651
Gatka;Bytowski;Pomorskie;16.88479;54.4072
Trzebieszyno;Bytowski;Pomorskie;17.57;53.98523
Studnica;Bytowski;Pomorskie;16.91165;54.4007
Chlebowo;Bytowski;Pomorskie;17.461828;53.995223
Lubkowo;Bytowski;Pomorskie;17.4533;54.4883
Przęsin;Bytowski;Pomorskie;17.42275;54.118691
Dretynek;Bytowski;Pomorskie;17.1937;54.5256
Węgorzynko;Bytowski;Pomorskie;17.456;54.3505
Okunino;Bytowski;Pomorskie;16.95083;54.6634
Kawcze;Bytowski;Pomorskie;16.88268;54.7239
Kowalewice;Bytowski;Pomorskie;16.9834275;54.600059
Tursko-Wybudowanie;Bytowski;Pomorskie;16.92023;54.11698
Klewno;Bytowski;Pomorskie;17.4902;54.6518
Tursko;Bytowski;Pomorskie;16.94581;54.12045
Dretyń;Bytowski;Pomorskie;16.9831082;54.1042695
Starzno;Człuchowski;Pomorskie;17.729694;53.9708325
Świeszyno;Bytowski;Pomorskie;17.6997;53.98325
Ostrówek;Człuchowski;Pomorskie;17.9481;53.96682
Świeszynko;Bytowski;Pomorskie;17.7657;54.171
Obrowo;Bytowski;Pomorskie;17.8846;54.5187
Zadry;Bytowski;Pomorskie;17.1004986;54.102765
Adamki;Człuchowski;Pomorskie;17.11593;54.76
Stachowo;Bytowski;Pomorskie;17.10451;54.4003
Zagaje;Człuchowski;Pomorskie;17.1288;54.557
Dolsko;Bytowski;Pomorskie;17.11623;54.2123
Szydlice;Bytowski;Pomorskie;17.1097;54.5037
Grądzień;Bytowski;Pomorskie;17.1322343;54.36993
Trzyniec;Człuchowski;Pomorskie;17.16163;53.96648
Pietrzykowo;Człuchowski;Pomorskie;17.15412;53.98806
Pietrzykowo-Wybudowanie;Człuchowski;Pomorskie;17.16597;54.411
Brzozowo;Bytowski;Pomorskie;17.19674;53.99385
Piaszczyna;Bytowski;Pomorskie;17.1707782;54.222608
Ostrowo;Bytowski;Pomorskie;17.18047;54.4917
Głodowo;Bytowski;Pomorskie;17.2036;54.4316
Trzcinno;Bytowski;Pomorskie;17.6713;54.917
Stare Brzeźno;Bytowski;Pomorskie;17.21609;54.3578
Janowo;Bytowski;Pomorskie;17.22532;54.3222
Znakowo;Bytowski;Pomorskie;17.20541;54.2672
Znakowo;Bytowski;Pomorskie;17.207972;54.295363
Nowe Brzeźno;Bytowski;Pomorskie;17.2164525;54.257004
Kwisno;Bytowski;Pomorskie;17.11734;54.8041
Żabno;Bytowski;Pomorskie;17.12992;54.10724
Wałdowo;Bytowski;Pomorskie;17.1593632;54.595754
Męciny;Bytowski;Pomorskie;17.14417;54.7994
Turowo;Bytowski;Pomorskie;17.18283;54.9114
Alpy;Bytowski;Pomorskie;17.15288;54.9243
Czarnica;Bytowski;Pomorskie;17.16193;54.7865
Popowice;Bytowski;Pomorskie;17.1914317;54.715898
Pożyczki;Bytowski;Pomorskie;17.14382;54.10221
Podgórzany;Bytowski;Pomorskie;17.2184901;54.1214947
Role;Bytowski;Pomorskie;17.14631;54.11363
Miłobądz;Bytowski;Pomorskie;17.2054672;54.1349306
Wiatrołom;Bytowski;Pomorskie;17.14842;54.13981
Łubianka;Człuchowski;Pomorskie;17.24055;53.82678
Potok;Bytowski;Pomorskie;17.17425;54.14062
Przechlewo;Człuchowski;Pomorskie;17.2550402;53.7995842
Przechlewko;Człuchowski;Pomorskie;17.25562;53.85227
Dąbrowa Człuchowska;Człuchowski;Pomorskie;17.2938947;53.8121625
Podgórze;Bytowski;Pomorskie;17.21815;54.10496
Witanowo;Bytowski;Pomorskie;17.21716;54.11384
Nowa Wieś;Człuchowski;Pomorskie;17.3036101;53.8467548
Miroszewo;Człuchowski;Pomorskie;17.31407;53.84322
Krasne;Człuchowski;Pomorskie;17.29896;53.86206
Sąpolno;Człuchowski;Pomorskie;17.33419;53.80678
Konarzyny;Chojnicki;Pomorskie;17.378179;53.8234331
Garbek;Człuchowski;Pomorskie;17.33441;53.8497
Konarzynki;Chojnicki;Pomorskie;17.3930752;53.8204075
Jarzębnik;Człuchowski;Pomorskie;17.31724;53.8652
Żychckie Osady;Chojnicki;Pomorskie;17.3826;53.84966
Żychce;Chojnicki;Pomorskie;17.35866;53.84515
Rowista;Chojnicki;Pomorskie;17.34329;53.86524
Lipczynek;Człuchowski;Pomorskie;17.26145;53.87948
Nowa Karczma;Chojnicki;Pomorskie;17.3442497;53.8730358
Duża Kępina;Chojnicki;Pomorskie;17.34505;53.89266
Wieczywno;Bytowski;Pomorskie;17.3016414;53.920198
Kobyle Góry;Bytowski;Pomorskie;17.2703184;53.9260324
Wierzchocina;Bytowski;Pomorskie;17.25266;53.96051
Katarzynki;Bytowski;Pomorskie;17.30917;53.93991
Klasztor;Bytowski;Pomorskie;17.28506;53.95278
Rosocha;Bytowski;Pomorskie;17.3514073;53.9474875
Kiełpin;Chojnicki;Pomorskie;17.3211032;53.8814397
Binduga;Chojnicki;Pomorskie;17.3336488;53.8992581
Jaranty;Chojnicki;Pomorskie;17.36346;53.93274
Nierostowo;Chojnicki;Pomorskie;17.3629287;53.9085553
Owsne Ostrowy;Bytowski;Pomorskie;17.3805937;53.9385346
Upiłka;Bytowski;Pomorskie;17.32291;53.95064
Popielewo;Chojnicki;Pomorskie;17.3720467;53.891167
Chociński Młyn;Chojnicki;Pomorskie;17.44608;53.83176
Rucowe Lasy;Bytowski;Pomorskie;17.3823;53.95403
Babilon;Chojnicki;Pomorskie;17.4323163;53.7918382
Ciecholewy;Chojnicki;Pomorskie;17.4076442;53.8110799
Borne;Chojnicki;Pomorskie;17.4236613;53.8179186
Zielona Huta;Chojnicki;Pomorskie;17.40612;53.84086
Bachorze;Chojnicki;Pomorskie;17.52015;53.79052
Małe Swornegacie;Chojnicki;Pomorskie;17.5027169;53.8184306
Kulki;Chojnicki;Pomorskie;17.45105;53.86764
Sepiot;Chojnicki;Pomorskie;17.43548;53.86399
Niepszczołąg;Chojnicki;Pomorskie;17.43556;53.87408
Swornegacie;Chojnicki;Pomorskie;17.4991394;53.8604117
Kokoszka;Chojnicki;Pomorskie;17.4905985;53.8407759
Jonki;Chojnicki;Pomorskie;17.423624;53.87796
Złota Góra;Chojnicki;Pomorskie;17.4253893;53.9011239
Drzewicz;Chojnicki;Pomorskie;17.56899;53.85202
Zielona Chocina;Chojnicki;Pomorskie;17.40398;53.89622
Płęsno;Chojnicki;Pomorskie;17.55005;53.86549
Boryń;Chojnicki;Pomorskie;17.4376269;53.909201
Dzięgiel;Chojnicki;Pomorskie;17.43114;53.87897
Parszczenica;Chojnicki;Pomorskie;17.44513;53.92283
Karpno;Bytowski;Pomorskie;17.42213;53.94888
Chiny;Chojnicki;Pomorskie;17.45638;53.88897
Modziel;Bytowski;Pomorskie;17.45981;53.93184
Wielkie Zanie;Chojnicki;Pomorskie;17.4833333;53.8833333
Mielno;Bytowski;Pomorskie;17.45148;53.94819
Mogiel;Bytowski;Pomorskie;17.48577;53.92879
Dmuchowo;Bytowski;Pomorskie;17.46157;53.94411
Laska;Chojnicki;Pomorskie;17.52633;53.9303
Małe Zanie;Chojnicki;Pomorskie;17.49109;53.88996
Kamionka;Chojnicki;Pomorskie;17.52414;53.87772
Dębowo;Bytowski;Pomorskie;17.2827;53.98364
Widno;Chojnicki;Pomorskie;17.54349;53.93343
Budy;Bytowski;Pomorskie;17.50414;53.95373
Jeruzalem;Bytowski;Pomorskie;17.30858;54.75
Bukowo;Bytowski;Pomorskie;17.27969;53.98857
Bydgoszcz;Bytowski;Pomorskie;17.26188;53.97304
Brzeźno Szlacheckie;Bytowski;Pomorskie;17.24506;54.1964
Krężoły;Bytowski;Pomorskie;17.24386;54.4342
Łąkie;Bytowski;Pomorskie;17.29137;54.2896
Rokitniki;Bytowski;Pomorskie;17.26952;54.4492
Borowy Młyn;Bytowski;Pomorskie;17.3152366;53.968228
Łącki Młyn;Bytowski;Pomorskie;17.27553;54.3372
Prądzona;Bytowski;Pomorskie;17.33321;54.248
Skryte;Bytowski;Pomorskie;17.35072;53.96617
Osowo Małe;Bytowski;Pomorskie;17.36887;53.97531
Osowo Duże;Bytowski;Pomorskie;17.37951;53.96922
Borzyszkowy;Bytowski;Pomorskie;17.37269;54.3286
Ostrowite;Bytowski;Pomorskie;17.38823;54.2694
Osusznica;Bytowski;Pomorskie;17.3875348;53.9679222
Kramarzyny;Bytowski;Pomorskie;17.24115;54.5861
Skryte;Bytowski;Pomorskie;17.36278;54.4917
Trzebiatkowa;Bytowski;Pomorskie;17.30385;54.6471
Dalekie;Bytowski;Pomorskie;17.31175;54.8891
Masłowiczki;Bytowski;Pomorskie;17.23197;54.7595
Masłowice Trzebiatkowskie;Bytowski;Pomorskie;17.29295;54.9127
Masłowice Tuchomskie;Bytowski;Pomorskie;17.28677;54.10213
Łobzowo;Bytowski;Pomorskie;17.23339;54.1329
Wądół;Bytowski;Pomorskie;17.26729;54.13028
Zagony;Bytowski;Pomorskie;17.26828;54.11599
Jabłoniec;Bytowski;Pomorskie;17.29119;54.1226
Nowe Huty;Bytowski;Pomorskie;17.27501;54.11921
Ciemno;Bytowski;Pomorskie;17.3426536;54.808259
Gliśno Wielkie;Bytowski;Pomorskie;17.35775;54.7046
Piaszno-Wybudowania;Bytowski;Pomorskie;17.37702;54.8363
Piaszno;Bytowski;Pomorskie;17.36595;54.9488
Tuchomko;Bytowski;Pomorskie;17.3626193;54.1350184
Tuchomie;Bytowski;Pomorskie;17.3350544;54.1125387
Kiedrowice;Bytowski;Pomorskie;17.43007;53.9881
Lipnica;Bytowski;Pomorskie;17.406051;53.9979116
Zapceń;Bytowski;Pomorskie;17.4759518;53.9916861
Luboń;Bytowski;Pomorskie;17.49221;54.2626
Smołdziny;Bytowski;Pomorskie;17.4244;54.1295
Głodowo;Bytowski;Pomorskie;17.40891;54.3883
Rudniki;Bytowski;Pomorskie;17.51242;54.1565
Sątoczno;Bytowski;Pomorskie;17.50998;53.9954
Sierzywk;Bytowski;Pomorskie;17.4768;54.2059
Stoltmany;Bytowski;Pomorskie;17.5155886;54.37117
Kozy;Bytowski;Pomorskie;17.41119;54.6449
Wojsk;Bytowski;Pomorskie;17.43582;54.5625
Prądzonka;Bytowski;Pomorskie;17.54388;54.3102
Rekowo;Bytowski;Pomorskie;17.4399;54.8355
Wiśniowa;Bytowski;Pomorskie;17.42007;54.8325
Płotowo;Bytowski;Pomorskie;17.42522;54.9702
Sierzno;Bytowski;Pomorskie;17.46891;54.11844
Niezabyszewo-Wybudowania;Bytowski;Pomorskie;17.4209269;54.1255469
Niezabyszewo;Bytowski;Pomorskie;17.4241697;54.1360576
Przewóz;Bytowski;Pomorskie;17.54766;54.641
Kłączno;Bytowski;Pomorskie;17.5347876;54.724081
Ugoszcz;Bytowski;Pomorskie;17.52899;54.12294
Studzienice;Bytowski;Pomorskie;17.5755453;54.934349
Niechorz;Sępoleński;Kujawsko-Pomorskie;17.60336;53.43784
Przepałkowo;Sępoleński;Kujawsko-Pomorskie;17.6631;53.44325
Komierowo;Sępoleński;Kujawsko-Pomorskie;17.6514229;53.4517632
Trzciany;Sępoleński;Kujawsko-Pomorskie;17.5815729;53.4822709
Włościbórz;Sępoleński;Kujawsko-Pomorskie;17.6325705;53.4770245
Skarpa;Sępoleński;Kujawsko-Pomorskie;17.6261271;53.4982719
Zalesie;Sępoleński;Kujawsko-Pomorskie;17.643751;53.5128431
Mała Cerkwica;Sępoleński;Kujawsko-Pomorskie;17.5795778;53.5141297
Wałdówko;Sępoleński;Kujawsko-Pomorskie;17.69528;53.44827
Wałdowo;Sępoleński;Kujawsko-Pomorskie;17.6872819;53.4753881
Wielka Klonia;Tucholski;Kujawsko-Pomorskie;17.7464265;53.4803426
Teklanowo;Sępoleński;Kujawsko-Pomorskie;17.6692306;53.4898648
Mała Klonia;Tucholski;Kujawsko-Pomorskie;17.75026;53.44449
Wilkowo;Sępoleński;Kujawsko-Pomorskie;17.7151302;53.4652502
Pamiętowo;Tucholski;Kujawsko-Pomorskie;17.6701603;53.513216
Bralewnica;Tucholski;Kujawsko-Pomorskie;17.74957;53.51629
Radzim;Sępoleński;Kujawsko-Pomorskie;17.6010285;53.5331116
Adamkowo;Tucholski;Kujawsko-Pomorskie;17.6991728;53.5137456
Ludwichowo;Tucholski;Kujawsko-Pomorskie;17.6619143;53.5374537
Drożdzienica;Tucholski;Kujawsko-Pomorskie;17.6425289;53.5400127
Przymuszewo;Tucholski;Kujawsko-Pomorskie;17.6594024;53.553066
Dąbrówka;Sępoleński;Kujawsko-Pomorskie;17.6204066;53.5773845
Krajenki;Tucholski;Kujawsko-Pomorskie;17.6809426;53.5471091
Sławęcin;Chojnicki;Pomorskie;17.6150179;53.6021337
Wieszczyce;Tucholski;Kujawsko-Pomorskie;17.7414793;53.5388708
Kęsowo;Tucholski;Kujawsko-Pomorskie;17.7146089;53.5579001
Obrowo;Tucholski;Kujawsko-Pomorskie;17.6829486;53.5875075
Jeleńcz;Tucholski;Kujawsko-Pomorskie;17.7442772;53.5594448
Tuchółka;Tucholski;Kujawsko-Pomorskie;17.7483577;53.5740137
Siciny;Tucholski;Kujawsko-Pomorskie;17.7285442;53.5705643
Ciechocin;Chojnicki;Pomorskie;17.7008693;53.6131713
Bagienica;Tucholski;Kujawsko-Pomorskie;17.7830683;53.4513807
Karczewo;Tucholski;Kujawsko-Pomorskie;17.77245;53.49295
Przyrowa;Tucholski;Kujawsko-Pomorskie;17.76876;53.51269
Pruszcz;Tucholski;Kujawsko-Pomorskie;17.8294083;53.4490371
Kamienica;Tucholski;Kujawsko-Pomorskie;17.8101762;53.4789119
Gostycyn;Tucholski;Kujawsko-Pomorskie;17.8095094;53.4888974
Wielki Mędromierz;Tucholski;Kujawsko-Pomorskie;17.7997393;53.5376928
Zamrzenica;Tucholski;Kujawsko-Pomorskie;17.8964314;53.4730785
Piła;Tucholski;Kujawsko-Pomorskie;17.8825292;53.5113531
Brzuchowo;Tucholski;Kujawsko-Pomorskie;17.77622;53.55024
Mały Mędromierz;Tucholski;Kujawsko-Pomorskie;17.8112422;53.565859
Słupy;Tucholski;Kujawsko-Pomorskie;17.77644;53.57783
Łyskowo;Tucholski;Kujawsko-Pomorskie;17.8473484;53.5292735
Bladowo;Tucholski;Kujawsko-Pomorskie;17.82073;53.59637
Rudzki Most;Tucholski;Kujawsko-Pomorskie;17.8990587;53.5656702
Lichnowy;Chojnicki;Pomorskie;17.6046553;53.6495767
Chojnaty;Chojnicki;Pomorskie;17.58727;53.67692
Nowe Ostrowite;Chojnicki;Pomorskie;17.6230335;53.6263714
Plaskosz;Tucholski;Kujawsko-Pomorskie;17.9092423;53.6009399
Pawłówko;Chojnicki;Pomorskie;17.6136696;53.6816601
Lipienice;Chojnicki;Pomorskie;17.61754;53.69548
Granowo;Chojnicki;Pomorskie;17.6481861;53.6600659
Pawłowo;Chojnicki;Pomorskie;17.6393617;53.6823425
Ostrowite;Chojnicki;Pomorskie;17.6713168;53.6326571
Silno;Chojnicki;Pomorskie;17.7076397;53.6470111
Piastoszyn;Tucholski;Kujawsko-Pomorskie;17.7357704;53.6283085
Grochowo;Tucholski;Kujawsko-Pomorskie;17.74198;53.64719
Racławki;Chojnicki;Pomorskie;17.6714315;53.6693895
Objezierze;Chojnicki;Pomorskie;17.73533;53.67366
Nowa Cerkiew;Chojnicki;Pomorskie;17.68546;53.70006
Gockowice;Chojnicki;Pomorskie;17.7287384;53.6618654
Wysoka;Tucholski;Kujawsko-Pomorskie;17.7486221;53.6691107
Sternowo;Chojnicki;Pomorskie;17.7114348;53.6986977
Powałki;Chojnicki;Pomorskie;17.6214583;53.7407376
Nicponie;Chojnicki;Pomorskie;17.7446;53.68615
Lotyń;Chojnicki;Pomorskie;17.73464;53.70079
Klawkowo;Chojnicki;Pomorskie;17.6027238;53.7117813
Krojanty;Chojnicki;Pomorskie;17.6319737;53.7266343
Zbeniny;Chojnicki;Pomorskie;17.6199822;53.750166
Józefowo;Chojnicki;Pomorskie;17.58915;53.78473
Kłodawa;Chojnicki;Pomorskie;17.63662;53.74602
Jeziorki;Chojnicki;Pomorskie;17.6936865;53.7222395
Kruszka;Chojnicki;Pomorskie;17.67275;53.7376
Jakubowo;Chojnicki;Pomorskie;17.70408;53.71757
Duża Klonia;Chojnicki;Pomorskie;17.7024644;53.7796108
Żalno;Tucholski;Kujawsko-Pomorskie;17.7680235;53.6147727
Nowe Żalno;Tucholski;Kujawsko-Pomorskie;17.79438;53.62431
Lubierzyn;Tucholski;Kujawsko-Pomorskie;17.78738;53.64122
Białowieża;Tucholski;Kujawsko-Pomorskie;17.82879;53.62457
Stobno;Tucholski;Kujawsko-Pomorskie;17.81206;53.64701
Raciąż;Tucholski;Kujawsko-Pomorskie;17.7847053;53.6609965
Brda;Chojnicki;Pomorskie;17.82839;53.69845
Mrowiniec;Tucholski;Kujawsko-Pomorskie;17.76644;53.68662
Nadolna Karczma;Tucholski;Kujawsko-Pomorskie;17.8318163;53.6902833
Wielka Komorza;Tucholski;Kujawsko-Pomorskie;17.88746;53.6492
Kiełpin;Tucholski;Kujawsko-Pomorskie;17.8806591;53.6236233
Dąbrówka;Tucholski;Kujawsko-Pomorskie;17.86995;53.65461
Mała Komorza;Tucholski;Kujawsko-Pomorskie;17.85931;53.6462
Nowy Młyn;Chojnicki;Pomorskie;17.8563;53.69285
Żukowo;Chojnicki;Pomorskie;17.81154;53.72028
Woziwoda;Tucholski;Kujawsko-Pomorskie;17.9082992;53.6692939
Lutom;Chojnicki;Pomorskie;17.8272;53.70617
Rytel;Chojnicki;Pomorskie;17.7761714;53.753169
Wądoły;Chojnicki;Pomorskie;17.7602547;53.7771694
Zapędowo;Chojnicki;Pomorskie;17.84482;53.70453
Gutowiec;Chojnicki;Pomorskie;17.8562126;53.7710832
Kurkowo;Chojnicki;Pomorskie;17.85974;53.76366
Fojutowo;Tucholski;Kujawsko-Pomorskie;17.9018993;53.7255152
Łosiny;Tucholski;Kujawsko-Pomorskie;17.9286527;53.7415736
Klonowo;Tucholski;Kujawsko-Pomorskie;17.9693941;53.4511939
Bysławek;Tucholski;Kujawsko-Pomorskie;17.9684811;53.4910336
Szumiąca;Tucholski;Kujawsko-Pomorskie;17.9530357;53.5180715
Minikowo;Tucholski;Kujawsko-Pomorskie;17.93655;53.48419
Teolog;Tucholski;Kujawsko-Pomorskie;17.9826828;53.5164797
Bysław;Tucholski;Kujawsko-Pomorskie;17.996857;53.5062187
Lubiewo;Tucholski;Kujawsko-Pomorskie;18.224638;53.4663323
Zalesie Królewskie;Świecki;Kujawsko-Pomorskie;18.972879;53.4526293
Trutnowo;Tucholski;Kujawsko-Pomorskie;18.778104;53.4734604
Lubiewice;Tucholski;Kujawsko-Pomorskie;18.717908;53.4846494
Płazowo;Tucholski;Kujawsko-Pomorskie;17.9440252;53.5335512
Kruszka;Tucholski;Kujawsko-Pomorskie;17.9900764;53.5504003
Wełpin;Tucholski;Kujawsko-Pomorskie;17.9985018;53.5302781
Nowy Sumin;Tucholski;Kujawsko-Pomorskie;17.98634;53.58903
Cekcynek;Tucholski;Kujawsko-Pomorskie;17.9817758;53.5720258
Knieja;Tucholski;Kujawsko-Pomorskie;17.9818393;53.5632218
Kosowo;Tucholski;Kujawsko-Pomorskie;18.358937;53.5330765
Stary Sumin;Tucholski;Kujawsko-Pomorskie;18.164382;53.5923267
Cekcyn;Tucholski;Kujawsko-Pomorskie;18.85468;53.5747748
Zamarte;Tucholski;Kujawsko-Pomorskie;17.98629;53.59517
Iwiec;Tucholski;Kujawsko-Pomorskie;18.701548;53.5406932
Ostrowo;Tucholski;Kujawsko-Pomorskie;18.506974;53.5511723
