name;county;province;lat;lon
Bielsko-Biała;;Śląskie;49.822118;19.448936
Jastrzębie-Zdrój;;Śląskie;49.9519085;18.6023614
Rybnik;;Śląskie;50.955793;18.5419933
Żory;;Śląskie;50.454961;18.6943479
Gliwice;;Śląskie;50.294113;18.6657306
Zabrze;;Śląskie;50.3086154;18.7863749
Ruda Śląska;;Śląskie;50.2858001;18.8747933
Bytom;;Śląskie;50.3470387;18.9231857
Świętochłowice;;Śląskie;50.2854551;18.9308513
Chorzów;;Śląskie;50.2978791;18.9544466
Piekary Śląskie;;Śląskie;50.3840312;18.9456429
Tychy;;Śląskie;50.114397;18.9965933
Mysłowice;;Śląskie;50.2414715;19.1414528
Katowice;;Śląskie;50.2598987;19.215852
Jaworzno;;Śląskie;50.203439;19.2721559
Siemianowice Śląskie;;Śląskie;50.3052029;19.275635
Sosnowiec;;Śląskie;50.2780834;19.1342944
Dąbrowa Górnicza;;Śląskie;50.3308692;19.2078918
Nowy Sącz;;Małopolskie;49.6249173;20.691346
Kraków;;Małopolskie;50.619474;19.9368564
Tarnów;;Małopolskie;50.123784;20.9880739
Krosno;;Podkarpackie;49.6938045;21.7651458
Tarnobrzeg;;Podkarpackie;50.5715277;21.6704871
Rzeszów;;Podkarpackie;50.374531;22.47174
Jelenia Góra;;Dolnośląskie;50.9031028;15.7344306
Legnica;;Dolnośląskie;51.2081617;16.1603187
Wałbrzych;;Dolnośląskie;50.7659054;16.2825424
Zielona Góra;;Lubuskie;51.9383777;15.5050408
Leszno;;Wielkopolskie;51.8436498;16.5744141
Gorzów Wielkopolski;;Lubuskie;52.7309926;15.2400451
Szczecin;;Zachodniopomorskie;53.4301818;14.5509623
Świnoujście;;Zachodniopomorskie;53.9097477;14.2510703
Koszalin;;Zachodniopomorskie;54.19092;16.17707
Wrocław;;Dolnośląskie;51.1089776;17.326689
Opole;;Opolskie;50.6668184;17.9236408
Kalisz;;Wielkopolskie;51.7624752;18.895358
Częstochowa;;Śląskie;50.8120466;19.113213
Łódź;;Łódzkie;51.7687323;19.4569911
Poznań;;Wielkopolskie;52.4082663;16.9335199
Konin;;Wielkopolskie;52.2301933;18.2521112
Bydgoszcz;;Kujawsko-Pomorskie;53.1219648;18.2529
Włocławek;;Kujawsko-Pomorskie;52.66017;19.722963
Toruń;;Kujawsko-Pomorskie;53.102721;18.6048094
Kielce;;Świętokrzyskie;50.8719903;20.6310488
Piotrków Trybunalski;;Łódzkie;51.4082625;19.696167
Skierniewice;;Łódzkie;51.9568581;20.1430044
Radom;;Mazowieckie;51.4022557;21.1541546
Płock;;Mazowieckie;52.5464521;19.7008606
Warszawa;;Mazowieckie;52.2319581;21.67249
Siedlce;;Mazowieckie;52.1663751;22.2765138
Ostrołęka;;Mazowieckie;53.843135;21.5668607
Łomża;;Podlaskie;53.1750699;22.727551
Słupsk;;Pomorskie;54.4649331;17.28073
Grudziądz;;Kujawsko-Pomorskie;53.4876477;18.7557746
Sopot;;Pomorskie;54.4447922;18.5684902
Gdańsk;;Pomorskie;54.3482907;18.6540233
Gdynia;;Pomorskie;54.5164982;18.5402738
Elbląg;;Warmińsko-Mazurskie;54.1558708;19.4044583
Olsztyn;;Warmińsko-Mazurskie;53.7766839;20.476507
Przemyśl;;Podkarpackie;49.7845132;22.7698454
Lublin;;Lubelskie;51.250559;22.5701022
Zamość;;Lubelskie;50.7170854;23.2525711
Chełm;;Lubelskie;51.1339221;23.4711548
Biała Podlaska;;Lubelskie;52.338399;23.1193948
Białystok;;Podlaskie;53.132398;23.1591679
Suwałki;;Podlaskie;54.990636;22.9279363
Międzylesie;Kłodzki;Dolnośląskie;50.1480131;16.6669348
Kudowa-Zdrój;Kłodzki;Dolnośląskie;50.4420034;16.2416299
Duszniki-Zdrój;Kłodzki;Dolnośląskie;50.4044249;16.3901528
Polanica-Zdrój;Kłodzki;Dolnośląskie;50.4079276;16.5107431
Szczytna;Kłodzki;Dolnośląskie;50.4169281;16.4408185
Radków;Kłodzki;Dolnośląskie;50.5042182;16.401351
Nowa Ruda;Kłodzki;Dolnośląskie;50.5791982;16.5014757
Bystrzyca Kłodzka;Kłodzki;Dolnośląskie;50.2968684;16.652017
Kłodzko;Kłodzki;Dolnośląskie;50.438651;16.6551878
Stronie Śląskie;Kłodzki;Dolnośląskie;50.2916337;16.8736919
Lądek-Zdrój;Kłodzki;Dolnośląskie;50.3458254;16.8725948
Bardo;Ząbkowicki;Dolnośląskie;50.50676;16.7402382
Kamieniec Ząbkowicki;Ząbkowicki;Dolnośląskie;50.5229139;16.8736143
Ząbkowice Śląskie;Ząbkowicki;Dolnośląskie;50.5892698;16.8111518
Złoty Stok;Ząbkowicki;Dolnośląskie;50.445143;16.8765836
Paczków;Nyski;Opolskie;50.4642876;17.63856
Ziębice;Ząbkowicki;Dolnośląskie;50.6007752;17.405633
Otmuchów;Nyski;Opolskie;50.465351;17.1730499
Głuchołazy;Nyski;Opolskie;50.3170828;17.3833809
Nysa;Nyski;Opolskie;50.4738029;17.3324733
Głubczyce;Głubczycki;Opolskie;50.2000941;17.8293199
Kietrz;Głubczycki;Opolskie;50.796271;18.21082
Krzanowice;Raciborski;Śląskie;50.17931;18.1216249
Racibórz;Raciborski;Śląskie;50.917343;18.2196766
Baborów;Głubczycki;Opolskie;50.1563566;17.9859393
Prudnik;Prudnicki;Opolskie;50.3217212;17.5801041
Biała;Prudnicki;Opolskie;50.3853609;17.6599107
Głogówek;Prudnicki;Opolskie;50.3534373;17.8619329
Korfantów;Nyski;Opolskie;50.4879782;17.5984184
Tułowice;Opolski;Opolskie;50.5954195;17.6533063
Prószków;Opolski;Opolskie;50.5786696;17.8699852
Kędzierzyn-Koźle;Kędzierzyńsko-Kozielski;Opolskie;50.3448836;18.2109594
Zdzieszowice;Krapkowicki;Opolskie;50.4202928;18.1193187
Leśnica;Strzelecki;Opolskie;50.4285562;18.1849929
Krapkowice;Krapkowicki;Opolskie;50.4747406;17.9670987
Gogolin;Krapkowicki;Opolskie;50.4925107;18.176197
Ustroń;Cieszyński;Śląskie;49.7181505;18.8028338
Wisła;Cieszyński;Śląskie;49.6523647;18.8709256
Cieszyn;Cieszyński;Śląskie;49.7488623;18.6334308
Skoczów;Cieszyński;Śląskie;49.7999039;18.7877583
Strumień;Cieszyński;Śląskie;49.9171995;18.7634908
Szczyrk;Bielski;Śląskie;49.7165976;19.254613
Żywiec;Żywiecki;Śląskie;49.6890338;19.20305
Czechowice-Dziedzice;Bielski;Śląskie;49.9112146;19.7564
Wilamowice;Bielski;Śląskie;49.9167395;19.1524707
Kęty;Oświęcimski;Małopolskie;49.8817723;19.2302036
Sucha Beskidzka;Suski;Małopolskie;49.74079;19.5905975
Maków Podhalański;Suski;Małopolskie;49.7298971;19.6768803
Andrychów;Wadowicki;Małopolskie;49.8555791;19.3436756
Wadowice;Wadowicki;Małopolskie;49.8834484;19.4925345
Kalwaria Zebrzydowska;Wadowicki;Małopolskie;49.8669482;19.6763089
Rydułtowy;Wodzisławski;Śląskie;50.58436;18.4171831
Pszów;Wodzisławski;Śląskie;50.395806;18.3949412
Wodzisław Śląski;Wodzisławski;Śląskie;50.24107;18.4630383
Radlin;Wodzisławski;Śląskie;50.486957;18.4791456
Kuźnia Raciborska;Raciborski;Śląskie;50.2007002;18.3105735
Sośnicowice;Gliwicki;Śląskie;50.2722844;18.5298588
Pszczyna;Pszczyński;Śląskie;49.9778328;18.9425124
Czerwionka-Leszczyny;Rybnicki;Śląskie;50.1449958;18.6531994
Orzesze;Mikołowski;Śląskie;50.1438909;18.7755707
Knurów;Gliwicki;Śląskie;50.2216536;18.6706574
Łaziska Górne;Mikołowski;Śląskie;50.1500892;18.8390661
Mikołów;Mikołowski;Śląskie;50.1691812;18.9044238
Ujazd;Strzelecki;Opolskie;50.3892513;18.3504502
Pyskowice;Gliwicki;Śląskie;50.3980823;18.6277201
Strzelce Opolskie;Strzelecki;Opolskie;50.5109033;18.3004547
Toszek;Gliwicki;Śląskie;50.4551063;18.5180604
Zawadzkie;Strzelecki;Opolskie;50.6065834;18.4801284
Tarnowskie Góry;Tarnogórski;Śląskie;50.4445194;18.8554757
Radzionków;Tarnogórski;Śląskie;50.4002717;18.9026247
Kalety;Tarnogórski;Śląskie;50.5636291;18.885746
Miasteczko Śląskie;Tarnogórski;Śląskie;50.4915736;18.9230247
Brzeszcze;Oświęcimski;Małopolskie;49.9819014;19.1528065
Bieruń;Bieruńsko-Lędziński;Śląskie;50.931922;19.918262
Oświęcim;Oświęcimski;Małopolskie;50.382443;19.2214053
Lędziny;Bieruńsko-Lędziński;Śląskie;50.1379295;19.1315264
Chełmek;Oświęcimski;Małopolskie;50.1003348;19.2542585
Imielin;Bieruńsko-Lędziński;Śląskie;50.1454718;19.1857589
Libiąż;Chrzanowski;Małopolskie;50.1030516;19.3147486
Zator;Oświęcimski;Małopolskie;49.9963053;19.4376782
Alwernia;Chrzanowski;Małopolskie;50.690434;19.5396737
Chrzanów;Chrzanowski;Małopolskie;50.1411926;19.4028502
Trzebinia;Chrzanowski;Małopolskie;50.1597686;19.4709097
Bukowno;Olkuski;Małopolskie;50.2669741;19.4613822
Krzeszowice;Krakowski;Małopolskie;50.1350246;19.6320164
Czeladź;Będziński;Śląskie;50.3184581;19.736572
Będzin;Będziński;Śląskie;50.3230785;19.1322201
Wojkowice;Będziński;Śląskie;50.3652915;19.366218
Woźniki;Lubliniecki;Śląskie;50.5870812;19.595251
Siewierz;Będziński;Śląskie;50.4710097;19.2318901
Koziegłowy;Myszkowski;Śląskie;50.5978707;19.1615203
Myszków;Myszkowski;Śląskie;50.5736481;19.3219413
Sławków;Będziński;Śląskie;50.2984547;19.3898475
Łazy;Zawierciański;Śląskie;50.4276105;19.3948494
Olkusz;Olkuski;Małopolskie;50.2788158;19.5596307
Poręba;Zawierciański;Śląskie;50.4875787;19.337879
Zawiercie;Zawierciański;Śląskie;50.4844179;19.4333887
Włodowice;Zawierciański;Śląskie;50.5520931;19.4504273
Ogrodzieniec;Zawierciański;Śląskie;50.4521463;19.5213629
Pilica;Zawierciański;Śląskie;50.4681134;19.6573591
Zakopane;Tatrzański;Małopolskie;49.2969114;19.9504753
Czarny Dunajec;Nowotarski;Małopolskie;49.440493;19.8535612
Nowy Targ;Nowotarski;Małopolskie;49.4818229;20.30541
Jordanów;Suski;Małopolskie;49.6492876;19.8299532
Rabka-Zdrój;Nowotarski;Małopolskie;49.6076663;19.9622575
Sułkowice;Myślenicki;Małopolskie;49.8408265;19.8012137
Myślenice;Myślenicki;Małopolskie;49.834608;19.9384283
Mszana Dolna;Limanowski;Małopolskie;49.6779756;20.820073
Dobczyce;Myślenicki;Małopolskie;49.8803432;20.905415
Szczawnica;Nowotarski;Małopolskie;49.4266299;20.4761439
Piwniczna-Zdrój;Nowosądecki;Małopolskie;49.4406462;20.7142303
Stary Sącz;Nowosądecki;Małopolskie;49.5640268;20.6366235
Muszyna;Nowosądecki;Małopolskie;49.3561684;20.8967477
Krynica-Zdrój;Nowosądecki;Małopolskie;49.4206138;20.9594176
Limanowa;Limanowski;Małopolskie;49.7061713;20.4217266
Nowy Wiśnicz;Bocheński;Małopolskie;49.9152667;20.4621677
Czchów;Brzeski;Małopolskie;49.8339446;20.6731487
Grybów;Nowosądecki;Małopolskie;49.6250919;20.9446455
Bobowa;Gorlicki;Małopolskie;49.7130028;20.9576054
Zakliczyn;Tarnowski;Małopolskie;49.8564352;20.8086652
Ciężkowice;Tarnowski;Małopolskie;49.786464;20.9737542
Tuchów;Tarnowski;Małopolskie;49.895219;21.538362
Skawina;Krakowski;Małopolskie;49.9747508;19.8265702
Świątniki Górne;Krakowski;Małopolskie;49.9346365;19.9524965
Skała;Krakowski;Małopolskie;50.2303769;19.853537
Wieliczka;Wielicki;Małopolskie;49.9823773;20.602114
Niepołomice;Wielicki;Małopolskie;50.331163;20.2171599
Słomniki;Krakowski;Małopolskie;50.2403739;20.811369
Nowe Brzesko;Proszowicki;Małopolskie;50.1322823;20.3767203
Proszowice;Proszowicki;Małopolskie;50.1926479;20.2917555
Wolbrom;Olkuski;Małopolskie;50.3848386;19.7598844
Miechów;Miechowski;Małopolskie;50.3566016;20.276912
Książ Wielki;Miechowski;Małopolskie;50.4429446;20.1399453
Działoszyce;Pińczowski;Świętokrzyskie;50.3654682;20.3521471
Wodzisław;Jędrzejowski;Świętokrzyskie;50.5211403;20.1909163
Sędziszów;Jędrzejowski;Świętokrzyskie;50.564781;20.538047
Bochnia;Bocheński;Małopolskie;49.9693563;20.430541
Brzesko;Brzeski;Małopolskie;49.9678396;20.6068496
Kazimierza Wielka;Kazimierski;Świętokrzyskie;50.267489;20.4853308
Koszyce;Proszowicki;Małopolskie;50.1669806;20.5756459
Opatowiec;Kazimierski;Świętokrzyskie;50.2425871;20.7237798
Wojnicz;Tarnowski;Małopolskie;49.9573496;20.8364048
Radłów;Tarnowski;Małopolskie;50.830887;20.8476617
Żabno;Tarnowski;Małopolskie;50.1335155;20.8859257
Dąbrowa Tarnowska;Dąbrowski;Małopolskie;50.1743495;20.9850707
Skalbmierz;Kazimierski;Świętokrzyskie;50.3170888;20.3996843
Wiślica;Buski;Świętokrzyskie;50.3484831;20.6745381
Pińczów;Pińczowski;Świętokrzyskie;50.5201929;20.5256241
Busko-Zdrój;Buski;Świętokrzyskie;50.46759;20.71919
Nowy Korczyn;Buski;Świętokrzyskie;50.2994316;20.8090569
Szczucin;Dąbrowski;Małopolskie;50.3090256;21.75161
Stopnica;Buski;Świętokrzyskie;50.4382587;20.9385676
Pacanów;Buski;Świętokrzyskie;50.3999656;21.409852
Chmielnik;Kielecki;Świętokrzyskie;50.6145952;20.7510406
Oleśnica;Staszowski;Świętokrzyskie;50.4506465;21.637505
Szydłów;Staszowski;Świętokrzyskie;50.5907684;21.45698
Dukla;Krośnieński;Podkarpackie;49.55636;21.6847523
Iwonicz-Zdrój;Krośnieński;Podkarpackie;49.5696688;21.7932328
Gorlice;Gorlicki;Małopolskie;49.65829;21.1593832
Biecz;Gorlicki;Małopolskie;49.7305351;21.249421
Ryglice;Tarnowski;Małopolskie;49.8783327;21.1380371
Kołaczyce;Jasielski;Podkarpackie;49.8076605;21.4340516
Brzostek;Dębicki;Podkarpackie;49.8784697;21.411865
Jedlicze;Krośnieński;Podkarpackie;49.714148;21.6421513
Jasło;Jasielski;Podkarpackie;49.7470465;21.4743139
Strzyżów;Strzyżowski;Podkarpackie;49.8702087;21.7856291
Sanok;Sanocki;Podkarpackie;49.5609053;22.207028
Zagórz;Sanocki;Podkarpackie;49.5098822;22.2632894
Lesko;Leski;Podkarpackie;49.4689014;22.3303816
Rymanów;Krośnieński;Podkarpackie;49.576131;21.8676433
Brzozów;Brzozowski;Podkarpackie;49.6950395;22.196537
Błażowa;Rzeszowski;Podkarpackie;49.8856022;22.1008013
Dynów;Rzeszowski;Podkarpackie;49.8134771;22.2338151
Dubiecko;Przemyski;Podkarpackie;49.8253187;22.3916222
Pilzno;Dębicki;Podkarpackie;49.978578;21.2908438
Dębica;Dębicki;Podkarpackie;50.514601;21.4104804
Radomyśl Wielki;Mielecki;Podkarpackie;50.1963674;21.2761596
Ropczyce;Ropczycko-Sędziszowski;Podkarpackie;50.528608;21.6116324
Sędziszów Małopolski;Ropczycko-Sędziszowski;Podkarpackie;50.715996;21.7007524
Przecław;Mielecki;Podkarpackie;50.1939186;21.4798564
Kolbuszowa;Kolbuszowski;Podkarpackie;50.2433277;21.7754563
Mielec;Mielecki;Podkarpackie;50.2895423;21.4228413
Połaniec;Staszowski;Świętokrzyskie;50.4329071;21.2810473
Staszów;Staszowski;Świętokrzyskie;50.5612276;21.1677849
Osiek;Staszowski;Świętokrzyskie;50.5194515;21.4425619
Nowa Dęba;Tarnobrzeski;Podkarpackie;50.413485;21.7541268
Baranów Sandomierski;Tarnobrzeski;Podkarpackie;50.4994982;21.5417887
Koprzywnica;Sandomierski;Świętokrzyskie;50.5932218;21.5847266
Boguchwała;Rzeszowski;Podkarpackie;49.9806882;21.9391822
Tyczyn;Rzeszowski;Podkarpackie;49.9637919;22.336719
Głogów Małopolski;Rzeszowski;Podkarpackie;50.1511809;21.9627571
Sokołów Małopolski;Rzeszowski;Podkarpackie;50.2311643;22.1189272
Łańcut;Łańcucki;Podkarpackie;50.690725;22.2320924
Kańczuga;Przeworski;Podkarpackie;49.9843732;22.4131838
Przeworsk;Przeworski;Podkarpackie;50.601735;22.4923769
Leżajsk;Leżajski;Podkarpackie;50.2621687;22.418892
Nisko;Niżański;Podkarpackie;50.5198985;22.139886
Stalowa Wola;Stalowowolski;Podkarpackie;50.5653105;22.644075
Rudnik nad Sanem;Niżański;Podkarpackie;50.4447766;22.2440326
Nowa Sarzyna;Leżajski;Podkarpackie;50.3198578;22.3433771
Ulanów;Niżański;Podkarpackie;50.4904352;22.2625676
Bogatynia;Zgorzelecki;Dolnośląskie;50.9077147;14.9539185
Świeradów-Zdrój;Lubański;Dolnośląskie;50.9093388;15.3332153
Mirsk;Lwówecki;Dolnośląskie;50.9721836;15.3857926
Zawidów;Zgorzelecki;Dolnośląskie;51.257493;15.610053
Zgorzelec;Zgorzelecki;Dolnośląskie;51.1477005;15.79028
Pieńsk;Zgorzelecki;Dolnośląskie;51.2457834;15.449871
Leśna;Lubański;Dolnośląskie;51.241667;15.2636111
Lubań;Lubański;Dolnośląskie;51.1180898;15.2892651
Gryfów Śląski;Lwówecki;Dolnośląskie;51.281455;15.4145051
Olszyna;Lubański;Dolnośląskie;51.655505;15.3753102
Węgliniec;Zgorzelecki;Dolnośląskie;51.2871203;15.2241355
Nowogrodziec;Bolesławiecki;Dolnośląskie;51.1971363;15.3987046
Łęknica;Żarski;Lubuskie;51.538237;14.7445378
Gubin;Krośnieński;Lubuskie;51.9509817;14.7272814
Gozdnica;Żagański;Lubuskie;51.4373182;15.960336
Iłowa;Żagański;Lubuskie;51.5006828;15.1984599
Żary;Żarski;Lubuskie;51.6385162;15.1422487
Małomice;Żagański;Lubuskie;51.5550002;15.4472908
Żagań;Żagański;Lubuskie;51.6148068;15.3203721
Jasień;Żarski;Lubuskie;51.7515442;15.123351
Lubsko;Żarski;Lubuskie;51.7881902;14.9721266
Nowogród Bobrzański;Zielonogórski;Lubuskie;51.7986474;15.2365032
Czerwieńsk;Zielonogórski;Lubuskie;52.130585;15.4211463
Karpacz;Karkonoski;Dolnośląskie;50.7747485;15.7542035
Szklarska Poręba;Karkonoski;Dolnośląskie;50.8268011;15.5221261
Piechowice;Karkonoski;Dolnośląskie;50.8494747;15.5976047
Kowary;Karkonoski;Dolnośląskie;50.7937534;15.8338236
Lubawka;Kamiennogórski;Dolnośląskie;50.7070882;16.3894
Kamienna Góra;Kamiennogórski;Dolnośląskie;50.7837361;16.336631
Wojcieszów;Złotoryjski;Dolnośląskie;50.9516542;15.9217422
Bolków;Jaworski;Dolnośląskie;50.9220033;16.100499
Lubomierz;Lwówecki;Dolnośląskie;51.124569;15.51022
Lwówek Śląski;Lwówecki;Dolnośląskie;51.1108891;15.5850018
Wleń;Lwówecki;Dolnośląskie;51.168814;15.6744645
Bolesławiec;Bolesławiecki;Dolnośląskie;51.2630333;15.5651049
Świerzawa;Złotoryjski;Dolnośląskie;51.150774;15.8920701
Złotoryja;Złotoryjski;Dolnośląskie;51.1247408;15.9166334
Chojnów;Legnicki;Dolnośląskie;51.2722894;15.9335241
Mieroszów;Wałbrzyski;Dolnośląskie;50.6669858;16.1862044
Boguszów-Gorce;Wałbrzyski;Dolnośląskie;50.7566795;16.2043895
Jedlina-Zdrój;Wałbrzyski;Dolnośląskie;50.7238213;16.3457478
Głuszyca;Wałbrzyski;Dolnośląskie;50.6862202;16.3730583
Szczawno-Zdrój;Wałbrzyski;Dolnośląskie;50.8066959;16.2540971
Świebodzice;Świdnicki;Dolnośląskie;50.859573;16.3196056
Strzegom;Świdnicki;Dolnośląskie;50.9601066;16.3462134
Świdnica;Świdnicki;Dolnośląskie;50.8424835;16.4870549
Jaworzyna Śląska;Świdnicki;Dolnośląskie;50.9144217;16.4308642
Żarów;Świdnicki;Dolnośląskie;50.9438416;16.4923538
Pieszyce;Dzierżoniowski;Dolnośląskie;50.7124412;16.581609
Bielawa;Dzierżoniowski;Dolnośląskie;50.6841718;16.6118259
Dzierżoniów;Dzierżoniowski;Dolnośląskie;50.7281896;16.6514455
Piława Górna;Dzierżoniowski;Dolnośląskie;50.6826226;16.7435225
Niemcza;Dzierżoniowski;Dolnośląskie;50.7163426;16.8350398
Sobótka;Wrocławski;Dolnośląskie;50.8990885;16.7445705
Jawor;Jaworski;Dolnośląskie;51.504653;16.1932008
Prochowice;Legnicki;Dolnośląskie;51.273422;16.3644321
Kąty Wrocławskie;Wrocławski;Dolnośląskie;51.302656;16.7702325
Środa Śląska;Średzki;Dolnośląskie;51.1638949;16.5942505
Miękinia;Średzki;Dolnośląskie;51.190964;16.7386851
Brzeg Dolny;Wołowski;Dolnośląskie;51.2672298;16.7075883
Szprotawa;Żagański;Lubuskie;51.5650714;15.5367584
Przemków;Polkowicki;Dolnośląskie;51.5275418;15.7874473
Chocianów;Polkowicki;Dolnośląskie;51.4168327;15.8986889
Polkowice;Polkowicki;Dolnośląskie;51.5039288;16.713371
Głogów;Głogowski;Dolnośląskie;51.6636791;16.935567
Kożuchów;Nowosolski;Lubuskie;51.7454762;15.5944541
Nowe Miasteczko;Nowosolski;Lubuskie;51.6908103;15.7311977
Otyń;Nowosolski;Lubuskie;51.8473213;15.7104
Nowa Sól;Nowosolski;Lubuskie;51.8019595;15.7175608
Bytom Odrzański;Nowosolski;Lubuskie;51.7308267;15.826918
Sława;Wschowski;Lubuskie;51.8807001;16.702499
Lubin;Lubiński;Dolnośląskie;51.3974465;16.2051275
Ścinawa;Lubiński;Dolnośląskie;51.4165346;16.4259732
Wołów;Wołowski;Dolnośląskie;51.3363841;16.6486903
Wąsosz;Górowski;Dolnośląskie;51.5641;16.69307
Góra;Górowski;Dolnośląskie;51.6681499;16.5393277
Rawicz;Rawicki;Wielkopolskie;51.6101629;16.8583657
Szlichtyngowa;Wschowski;Lubuskie;51.7140748;16.2445989
Wschowa;Wschowski;Lubuskie;51.8038354;16.3172771
Rydzyna;Leszczyński;Wielkopolskie;51.7863742;16.6673223
Bojanowo;Rawicki;Wielkopolskie;51.7070018;16.7487692
Poniec;Gostyński;Wielkopolskie;51.7650386;16.8059899
Osieczna;Leszczyński;Wielkopolskie;51.9033938;16.6762108
Śmigiel;Kościański;Wielkopolskie;52.12744;16.5271118
Krzywiń;Kościański;Wielkopolskie;51.962928;16.819295
Słubice;Słubicki;Lubuskie;52.3557481;14.5662367
Kostrzyn nad Odrą;Gorzowski;Lubuskie;52.5898737;14.6536335
Cybinka;Słubicki;Lubuskie;52.1940293;14.7968841
Krosno Odrzańskie;Krośnieński;Lubuskie;52.536361;15.980258
Rzepin;Słubicki;Lubuskie;52.34432;14.8382902
Torzym;Sulęciński;Lubuskie;52.3138586;15.828279
Ośno Lubuskie;Słubicki;Lubuskie;52.455132;14.8682003
Sulęcin;Sulęciński;Lubuskie;52.4413768;15.1161501
Witnica;Gorzowski;Lubuskie;52.6729399;14.8972121
Lubniewice;Sulęciński;Lubuskie;52.5119594;15.2441003
Cedynia;Gryfiński;Zachodniopomorskie;52.8785605;14.202564
Moryń;Gryfiński;Zachodniopomorskie;52.8558027;14.3968046
Mieszkowice;Gryfiński;Zachodniopomorskie;52.785412;14.4954296
Dębno;Myśliborski;Zachodniopomorskie;52.7396681;14.7014522
Chojna;Gryfiński;Zachodniopomorskie;52.9629793;14.4314113
Trzcińsko-Zdrój;Gryfiński;Zachodniopomorskie;52.9660381;14.6075982
Gryfino;Gryfiński;Zachodniopomorskie;53.2535889;14.4924243
Myślibórz;Myśliborski;Zachodniopomorskie;52.924825;14.8664799
Lipiany;Pyrzycki;Zachodniopomorskie;53.2904;14.970883
Barlinek;Myśliborski;Zachodniopomorskie;52.9920762;15.2166391
Pełczyce;Choszczeński;Zachodniopomorskie;53.4218;15.30591
Pyrzyce;Pyrzycki;Zachodniopomorskie;53.1461083;14.8924485
Stargard;Stargardzki;Zachodniopomorskie;53.3379935;15.350493
Choszczno;Choszczeński;Zachodniopomorskie;53.1704801;15.4167349
Suchań;Stargardzki;Zachodniopomorskie;53.2799427;15.3188331
Dobrzany;Stargardzki;Zachodniopomorskie;53.3582754;15.4299315
Sulechów;Zielonogórski;Lubuskie;52.854782;15.6259091
Świebodzin;Świebodziński;Lubuskie;52.2498357;15.5324973
Zbąszynek;Świebodziński;Lubuskie;52.2436262;15.8138946
Kargowa;Zielonogórski;Lubuskie;52.719225;15.8648044
Babimost;Zielonogórski;Lubuskie;52.165312;15.8285175
Wolsztyn;Wolsztyński;Wielkopolskie;52.11725;16.1126622
Zbąszyń;Nowotomyski;Wielkopolskie;52.2501028;15.9209286
Trzciel;Międzyrzecki;Lubuskie;52.365166;15.873213
Nowy Tomyśl;Nowotomyski;Wielkopolskie;52.3177643;16.1291553
Międzyrzecz;Międzyrzecki;Lubuskie;52.4448261;15.578637
Skwierzyna;Międzyrzecki;Lubuskie;52.5967483;15.5010958
Międzychód;Międzychodzki;Wielkopolskie;52.6046468;15.8935386
Sieraków;Międzychodzki;Wielkopolskie;52.6513857;16.808137
Rakoniewice;Grodziski;Wielkopolskie;52.1393485;16.2738532
Wielichowo;Grodziski;Wielkopolskie;52.1182673;16.3521384
Grodzisk Wielkopolski;Grodziski;Wielkopolskie;52.2263198;16.3628106
Opalenica;Nowotomyski;Wielkopolskie;52.3088119;16.4124256
Buk;Poznański;Wielkopolskie;52.357408;16.5166799
Kościan;Kościański;Wielkopolskie;52.86325;16.6449995
Czempiń;Kościański;Wielkopolskie;52.1431479;16.7613308
Stęszew;Poznański;Wielkopolskie;52.2793539;16.6999331
Mosina;Poznański;Wielkopolskie;52.2455834;16.8472591
Puszczykowo;Poznański;Wielkopolskie;52.2884282;16.8596018
Lwówek;Nowotomyski;Wielkopolskie;52.4489307;16.1803554
Pniewy;Szamotulski;Wielkopolskie;52.5089624;16.2566411
Ostroróg;Szamotulski;Wielkopolskie;52.6261122;16.45406
Wronki;Szamotulski;Wielkopolskie;52.7100316;16.3742572
Szamotuły;Szamotulski;Wielkopolskie;52.6120328;16.5831241
Obrzycko;Szamotulski;Wielkopolskie;52.7064375;16.5252416
Oborniki;Obornicki;Wielkopolskie;52.6455252;16.8099756
Strzelce Krajeńskie;Strzelecko-Drezdenecki;Lubuskie;52.8785785;15.5326861
Dobiegniew;Strzelecko-Drezdenecki;Lubuskie;52.9667749;15.7548055
Drezdenko;Strzelecko-Drezdenecki;Lubuskie;52.8398486;15.8318163
Krzyż Wielkopolski;Czarnkowsko-Trzcianecki;Wielkopolskie;52.8796439;16.141705
Wieleń;Czarnkowsko-Trzcianecki;Wielkopolskie;52.8943347;16.1712847
Recz;Choszczeński;Zachodniopomorskie;53.2601536;15.5467648
Drawno;Choszczeński;Zachodniopomorskie;53.2189468;15.7580084
Ińsko;Stargardzki;Zachodniopomorskie;53.4365292;15.5503079
Człopa;Wałecki;Zachodniopomorskie;53.884595;16.1201069
Tuczno;Wałecki;Zachodniopomorskie;53.194419;16.1548235
Kalisz Pomorski;Drawski;Zachodniopomorskie;53.2981616;15.9059903
Mirosławiec;Wałecki;Zachodniopomorskie;53.3415106;16.881475
Trzcianka;Czarnkowsko-Trzcianecki;Wielkopolskie;53.417582;16.4610993
Czarnków;Czarnkowsko-Trzcianecki;Wielkopolskie;52.9050335;16.5639572
Ujście;Pilski;Wielkopolskie;53.531546;16.7324266
Wałcz;Wałecki;Zachodniopomorskie;53.269745;16.4670655
Piła;Pilski;Wielkopolskie;53.1511324;16.7380343
